[call lea pop], 1
[lea pop lfence], 1
[pop lfence jmp], 23
[mov mov mov], 95
[mov mov push], 21
[mov push sub], 10
[push sub call], 10
[sub call lea], 2
[call lea call], 5
[lea call mov], 55
[call mov lfence], 104
[mov lfence mov], 185
[lfence mov lfence], 102
[lfence mov mov], 76
[mov mov lfence], 130
[mov lfence call], 156
[lfence call test], 30
[call test mov], 2
[test mov cmovs], 1
[mov cmovs add], 1
[cmovs add pop], 1
[add pop lfence], 19
[pop lfence pop], 74
[lfence pop lfence], 74
[mov lfence xor], 38
[lfence xor mov], 28
[xor mov lfence], 15
[lfence call add], 2
[call add pop], 7
[mov push push], 14
[push push push], 48
[push push sub], 6
[sub call mov], 7
[mov lfence lea], 50
[lfence lea mov], 32
[lea mov mov], 21
[lfence call mov], 91
[call mov call], 2
[mov call xor], 7
[call xor mov], 10
[xor mov mov], 24
[lfence lea xor], 2
[lea xor lea], 2
[xor lea mov], 16
[lea mov xor], 8
[mov xor xor], 2
[xor xor mov], 3
[call test js], 4
[test js mov], 4
[js mov mov], 1
[lfence mov nop], 3
[mov nop cmp], 2
[nop cmp lfence], 3
[cmp lfence lea], 6
[lfence lea jnz], 5
[lea jnz mov], 2
[jnz mov lfence], 15
[mov mov call], 9
[mov call mov], 23
[call mov mov], 22
[mov lfence add], 8
[lfence add pop], 6
[lfence jmp lea], 2
[jmp lea call], 3
[lea call add], 4
[call mov test], 43
[mov test jnz], 47
[test jnz lea], 57
[jnz lea add], 3
[lea add pop], 1
[lfence jmp mov], 1
[jmp mov lfence], 10
[xor mov xor], 5
[mov xor mov], 18
[mov mov xor], 7
[lfence mov lea], 12
[mov lea mov], 66
[mov lfence test], 14
[lfence test jz], 14
[test jz test], 1
[jz test jnz], 1
[test jnz mov], 10
[jnz mov mov], 12
[call mov lea], 22
[mov lea call], 35
[lea call lea], 20
[call lea mov], 12
[mov push lea], 2
[push lea sub], 9
[lea sub mov], 5
[sub mov lfence], 7
[xor mov call], 11
[call xor lea], 7
[lea mov call], 44
[mov call lea], 17
[lea call xor], 4
[mov call movups], 4
[call movups lfence], 29
[movups lfence mov], 54
[lfence mov movaps], 2
[mov movaps xorps], 1
[movaps xorps movups], 1
[xorps movups movups], 1
[movups movups movups], 11
[movups movups mov], 2
[movups mov lfence], 26
[lfence call lea], 4
[mov mov lea], 22
[lea mov cmp], 1
[mov cmp lfence], 4
[lea jnz lea], 3
[jnz lea lea], 2
[lea lea lea], 4
[lea lea call], 8
[lea mov lfence], 38
[lea mov lea], 17
[lfence lea lfence], 5
[lea lfence call], 6
[mov lea lfence], 1
[lfence call cmp], 14
[call cmp jnz], 3
[cmp jnz lea], 4
[jnz lea call], 55
[lfence xor call], 7
[xor call lea], 2
[lfence mov pop], 4
[mov pop lfence], 4
[push push lea], 9
[lea sub call], 4
[sub call xor], 5
[lea mov movups], 13
[mov movups lfence], 27
[lfence mov movups], 10
[mov movups movups], 26
[movups movups lfence], 24
[movups lfence movups], 92
[lfence movups mov], 20
[mov mov test], 8
[call lea movups], 16
[lea movups lfence], 19
[lfence movups lfence], 49
[mov lfence movups], 12
[lfence movups psrldq], 5
[movups psrldq movq], 16
[psrldq movq movups], 13
[movq movups psrldq], 6
[psrldq movq mov], 6
[movq mov lea], 6
[mov lea imul], 5
[lea imul movups], 4
[imul movups add], 4
[movups add call], 4
[add call mov], 19
[lfence lea cmp], 5
[lea cmp jnz], 17
[cmp jnz mov], 27
[jnz mov lea], 16
[mov call imul], 14
[call imul movups], 17
[imul movups lfence], 17
[lfence mov movq], 17
[mov movq mov], 18
[movq mov movups], 14
[movups movups call], 15
[movups call test], 14
[call test jz], 29
[test jz mov], 50
[jz mov mov], 25
[lfence call movups], 15
[movups lfence movdqa], 7
[lfence movdqa movq], 7
[movdqa movq movups], 5
[movq movups lfence], 13
[movups lfence psrldq], 7
[lfence psrldq movq], 10
[psrldq movq movq], 14
[movq movq movdqa], 13
[movq movdqa psrldq], 14
[movdqa psrldq movq], 16
[psrldq movq lea], 14
[movq lea mov], 13
[lea mov imul], 13
[mov imul lea], 13
[imul lea add], 13
[lea add call], 13
[call lea cmp], 11
[add call xor], 1
[mov mov movups], 16
[mov movups mov], 13
[movups mov movups], 9
[lea call nop], 6
[call nop mov], 5
[nop mov lfence], 7
[add call movups], 9
[lea mov movq], 1
[mov movq movups], 1
[call nop nop], 1
[nop nop mov], 2
[mov lfence psrldq], 4
[mov mov movq], 1
[mov test jz], 11
[test jz cmp], 3
[jz cmp ja], 2
[cmp ja mov], 3
[ja mov jmp], 2
[mov jmp xorps], 2
[jmp xorps test], 2
[xorps test js], 2
[test js cvtsi2sd], 2
[js cvtsi2sd jmp], 2
[cvtsi2sd jmp mov], 2
[jmp mov and], 1
[mov and shr], 1
[and shr or], 1
[shr or cvtsi2sd], 1
[or cvtsi2sd addsd], 2
[cvtsi2sd addsd call], 2
[addsd call call], 2
[call call movaps], 3
[call movaps movsd], 3
[movaps movsd lfence], 3
[movsd lfence call], 4
[lfence call movsd], 3
[call movsd lfence], 3
[movsd lfence xor], 3
[lfence xor comisd], 3
[xor comisd jb], 2
[comisd jb subsd], 2
[jb subsd comisd], 3
[subsd comisd jnb], 3
[comisd jnb mov], 3
[jnb mov mov], 3
[mov mov cvttsd2si], 3
[mov cvttsd2si add], 3
[cvttsd2si add mov], 2
[add mov imul], 1
[mov imul mov], 1
[imul mov mov], 1
[call mov xor], 5
[call mov add], 3
[mov add pop], 9
[lea cmp lfence], 2
[cmp lfence jnz], 10
[lfence jnz mov], 8
[mov lfence imul], 2
[lfence imul lfence], 1
[imul lfence movups], 1
[mov lfence movq], 5
[lfence movq movups], 3
[movq movups movups], 1
[movups call mov], 2
[jz mov lfence], 17
[lfence movups movups], 18
[movups movups jmp], 2
[movups jmp mov], 2
[jmp mov mov], 5
[mov lfence dec], 1
[lfence dec mov], 1
[dec mov lfence], 1
[lfence imul add], 1
[imul add mov], 1
[add mov call], 2
[mov lfence inc], 2
[lfence inc cmp], 1
[inc cmp lfence], 6
[mov lea inc], 1
[lea inc mov], 1
[inc mov call], 1
[movups movups lea], 1
[movups lea test], 1
[lea test jz], 1
[mov lfence nop], 1
[lfence nop inc], 1
[nop inc cmp], 5
[lfence add lea], 1
[add lea mov], 1
[lea mov inc], 1
[mov inc call], 1
[inc call mov], 1
[lfence add movups], 1
[add movups lfence], 2
[lfence mov call], 1
[mov call nop], 1
[call nop cmp], 1
[lfence mov dec], 1
[mov dec imul], 1
[dec imul lfence], 1
[imul lfence mov], 2
[mov movaps movups], 1
[movaps movups mov], 1
[movups mov mov], 2
[call mov movaps], 1
[mov movaps mov], 2
[movaps mov lea], 1
[lfence psrldq movdqa], 1
[psrldq movdqa movq], 1
[movdqa movq psrldq], 17
[movq psrldq movq], 18
[lea imul add], 1
[imul add call], 8
[lea call movq], 1
[call movq lea], 1
[movq lea cmp], 1
[movq mov call], 3
[mov call test], 4
[lfence call movdqa], 4
[call movdqa movq], 2
[lfence mov test], 5
[lea call cmp], 2
[call cmp lea], 1
[cmp lea mov], 1
[mov lfence jnz], 1
[lea call imul], 4
[call movdqa psrldq], 2
[movdqa psrldq psrldq], 1
[psrldq psrldq movq], 1
[movq movq movq], 1
[movq movq dec], 1
[movq dec lea], 2
[dec lea imul], 4
[lea imul mov], 6
[imul mov add], 6
[mov add call], 6
[psrldq movq psrldq], 1
[movq psrldq dec], 1
[psrldq dec movq], 1
[dec movq imul], 1
[movq imul add], 7
[add call xorps], 1
[call xorps mov], 3
[xorps mov xor], 1
[mov xor movups], 1
[xor movups mov], 1
[movups movups movsd], 1
[movups movsd lfence], 2
[lfence call call], 3
[xor comisd movaps], 1
[comisd movaps lfence], 1
[movaps lfence movaps], 1
[lfence movaps lfence], 1
[movaps lfence jb], 1
[lfence jb subsd], 1
[cvttsd2si add add], 1
[add add mov], 1
[add mov mov], 2
[call test jnz], 19
[movups lfence xor], 3
[lfence xor xor], 2
[xor mov movups], 1
[lfence lea lea], 3
[lea lea mov], 4
[mov xor lfence], 2
